vehicle_id,last_service_date,mileage_km,engine_hours,vehicle_age_years,fault_code_count,oil_temp_avg_celsius,vibration_level,battery_voltage,engine_load_percent,fuel_efficiency_kmpl,vehicle_type,fuel_type,region,road_condition,weather_condition,maintenance_required,failure_component,time_to_failure_days
1028,2025-08-19 11:24:36.978477,53359.678594999,1964.0584022232424,1,5,115.12453221149184,0.5131578773752709,14.757485477515347,23.9241954514236,13.478907830191465,Truck,Diesel,North,None,Normal,0,nan,282.0552728538636
1295,2025-07-15 11:24:36.978477,156150.22766853488,2974.7871457185497,14,2,91.52383268961073,0.7390841221006756,12.21327491835054,57.134009518744,10.975211426517042,Truck,Diesel,North,Urban,Hot,1,Cooling System,18.404452246704345
1985,2025-08-17 11:24:36.978477,227834.04485734407,9109.924234123984,6,4,102.25664907743617,0.20235400522679897,11.377155522489975,75.39537685113947,7.399789056100535,Sedan,Diesel,West,Highway,Normal,0,nan,211.08255082341466
1925,2026-02-19 11:24:36.978477,131861.52009109047,2868.2329647740344,7,5,84.3452501141526,0.34363327698276963,12.291643930822424,69.70114943203023,14.742448423772776,Sedan,Diesel,South,Urban,Hot,0,nan,170.38857363532492
1720,2025-05-10 11:24:36.978477,166213.11947812524,3789.857575361029,5,2,89.09841664585917,0.5523174922338757,12.832515736827318,48.675609219658185,17.371138562673885,Truck,Petrol,North,Urban,Normal,0,nan,189.58747939910367
1639,2025-02-01 11:24:36.978477,172330.6737690605,4304.311144159661,8,5,95.47248960063126,0.6321872736225895,12.788005897552898,67.79130254806117,13.299279015273473,Truck,Diesel,North,Urban,Rainy,1,Battery,22.83470657871305
1339,2026-02-15 11:24:36.978477,184471.82055633518,3400.4951412448495,9,6,98.6389188999626,0.4633343870295954,11.304969118689206,41.46959647424248,8.421619999897123,Truck,Diesel,North,Rural,Hot,1,Cooling System,20.388462937830642
1627,2025-08-21 11:24:36.978477,79785.6070805666,2578.3994366423976,11,2,97.80783197260186,0.6608637140587209,9.768276561778391,60.49487801442386,9.042626660333596,SUV,Diesel,South,Urban,Rainy,0,nan,215.05987453866464
1438,2025-05-13 11:24:36.978477,235607.40317359671,4852.022805115372,11,6,92.06407284115349,0.4904847987449769,13.44527106358964,92.65431214931806,12.291018969598682,Truck,Diesel,South,Highway,Cold,1,Brake System,20.80409707572527
1143,2025-04-25 11:24:36.978477,119962.27248476769,2651.382616871265,2,5,77.52653558759148,0.2946804692391386,13.668414680721272,86.64350301258474,10.85049798271195,Truck,Diesel,East,Urban,Rainy,0,nan,190.15187449024825
1941,2025-06-02 11:24:36.978477,156863.59045166828,2892.4035871608066,11,1,79.5073145945036,0.6610831531479272,13.526849022218226,83.93576942720927,12.870790297987245,Truck,Electric,East,Highway,Cold,0,nan,233.7732680675949
1829,2026-02-03 11:24:36.978477,131001.50622511038,2470.693745933279,13,3,110.64503941935777,0.730927021194056,,38.64660130933268,15.759526778260675,SUV,Diesel,North,Urban,Cold,0,nan,231.08864489272676
1746,2025-07-18 11:24:36.978477,113271.34370745505,3925.2451894756846,4,1,90.07694086490956,0.7931599213261821,11.58324220222231,75.2892222455842,13.185711262636834,Sedan,Petrol,South,Highway,Rainy,0,nan,269.3430577194641
1518,2025-02-20 11:24:36.978477,196374.0972616797,5736.649931231928,11,0,94.5368513275453,0.3493537034874405,13.00201313516039,60.94743206979547,7.761675575546328,SUV,Diesel,North,Highway,Cold,0,nan,125.39143918729162
1975,2025-06-17 11:24:36.978477,178106.64639806922,3525.1886946087448,9,6,97.22811668788704,0.710619455088983,12.518041702636474,92.15076580613075,8.78571786523943,Truck,Petrol,South,Highway,Normal,1,Brake System,21.30228105846757
1044,2026-01-25 11:24:36.978477,8829.658150608826,277.14090958607306,5,3,122.75881521719381,0.6718134075704888,12.821251164860431,66.17549832421626,10.977985589475711,SUV,Diesel,North,Urban,Hot,0,nan,203.96186433538585
1954,2025-09-28 11:24:36.978477,165149.44741375514,4542.540448438592,3,4,91.75884001154523,0.9650697569681488,12.473791727363157,116.96399922868314,15.183102197962596,SUV,Diesel,South,Urban,Normal,0,nan,260.74878645336213
1238,2025-11-25 11:24:36.978477,265857.4769825891,6072.7286391489715,6,5,106.99815607497803,0.3933229092900715,11.717195793644667,88.26678795212587,14.654372277659288,Sedan,Petrol,East,Urban,Hot,0,nan,299.76470322238697
1951,2025-12-04 11:24:36.978477,151144.13471871187,3608.3421355478526,3,4,83.2270188165611,0.6186304450486677,12.781096214653953,76.53926906091914,12.548817560653374,Sedan,Petrol,South,Rural,Hot,0,nan,218.51982508539658
1943,2025-11-28 11:24:36.978477,109350.47713841918,2472.974591148024,14,6,88.83840046483787,0.591488654339596,12.464528372152898,82.05025031663274,18.213539244346155,SUV,Diesel,East,Rural,Hot,1,Brake System,17.076406646935204
1154,2025-06-03 11:24:36.978477,116992.63869073454,2521.1406931212446,5,0,100.7396424126966,0.2714961501032458,,65.78922040043219,17.53995680324542,Sedan,Diesel,East,Urban,Rainy,0,nan,217.62918549702437
1180,2025-03-28 11:24:36.978477,106284.49452484064,2267.9783278766167,3,4,102.43834997021769,0.8733612545373585,,64.47550079433304,9.91252677277258,Sedan,Diesel,North,Highway,Cold,0,nan,163.43585149341965
1214,2026-01-05 11:24:36.978477,71058.56941560117,1507.8188657477385,6,4,99.63747493483257,0.41893937987069196,12.701378445821542,60.95910464851581,13.493537002887017,Truck,Petrol,West,Rural,Rainy,0,nan,365.0
1087,2025-05-25 11:24:36.978477,128919.28115440582,2354.6770181086013,12,1,95.43511706506479,0.4339757841725065,11.96916635265893,39.78970758079845,16.953736722252593,SUV,Diesel,South,Urban,Rainy,0,nan,148.8979455348781
1255,2026-01-13 11:24:36.978477,128646.80041857128,3603.792272130862,10,1,94.04380651831895,0.5622476330056078,13.638929189440649,65.28605126120118,15.38778513202875,Truck,Diesel,East,Highway,Hot,0,nan,305.21340052344897
1510,2025-12-10 11:24:36.978477,176009.77907750843,6685.881432652033,5,2,110.19097489530415,0.4354842331560539,11.375708158305418,84.92238562445888,10.72637072661425,Truck,Diesel,West,Rural,Rainy,0,nan,286.64306280673475
1072,2025-12-07 11:24:36.978477,108650.65680962939,3063.5280094183163,14,1,112.93244009822754,0.7169953047162283,10.767701565013864,62.30441792954743,14.34175093076623,SUV,Petrol,East,Urban,Hot,0,nan,194.17983558032955
1930,2025-06-30 11:24:36.978477,260655.53956658754,4979.3523212258415,9,2,93.73346766251271,0.60133413222151,12.721546968984091,65.42065937886173,,Van,Electric,East,Highway,Hot,0,nan,193.80399356091993
1178,2025-04-05 11:24:36.978477,83797.66596193603,3047.0031970969217,3,0,,0.20112786523274478,11.494085533882059,75.75759252740535,13.39633553923122,Sedan,Diesel,West,Highway,Normal,0,nan,182.06316469917766
1211,2025-10-20 11:24:36.978477,148835.6568612784,3351.5304365368816,6,4,91.64573987743051,0.24183787017653668,12.772292390598688,107.50724669741524,8.07464669797702,Van,Petrol,West,Urban,Hot,0,nan,267.98993415249055
1804,2025-08-16 11:24:36.978477,95145.63341217561,2524.102128966629,8,3,89.06926923953424,0.6946157876192324,13.084431286067348,74.45373956596212,13.025521444700031,Truck,Diesel,West,Rural,Normal,1,Brake System,20.205404694548044
1233,2025-06-14 11:24:36.978477,107679.97550307399,2045.3130674668698,7,7,104.19980549356458,0.45142914049871674,11.94238312235085,80.50608864751975,11.539595666499116,Van,Petrol,East,Urban,Normal,1,Cooling System,18.094252136212113
1464,2025-06-27 11:24:36.978477,123232.40957443515,2331.421544492783,6,3,92.93576934687528,0.5865287747874499,13.30160882963055,67.9498139784047,3.6163171271375933,Van,Diesel,South,Highway,Rainy,0,nan,268.5542016136139
1750,2025-06-11 11:24:36.978477,152228.7937593729,3135.031731702373,14,5,97.57595483706415,0.6657362605866695,,30.806906058329737,5.208706572698562,SUV,Electric,North,Urban,Rainy,0,nan,42.55305224264572
1222,2025-12-28 11:24:36.978477,188174.1321009812,6731.176338112364,2,4,99.90657902884072,0.37438199780229053,12.862000872701543,98.78434858134656,21.435749865412937,Van,Diesel,West,Rural,Cold,0,nan,193.53952434747984
1630,2026-02-16 11:24:36.978477,112061.21953655753,4353.337713751409,7,1,57.17295396826748,0.3396089330036578,10.34919111521238,90.44620207003425,12.947859609322077,Sedan,Diesel,South,Highway,Rainy,0,nan,232.98023119490566
1824,2025-04-14 11:24:36.978477,50190.47614514548,1724.8948593547445,8,1,87.40431574912566,0.7248224154757509,12.261665863937878,77.94686697966524,7.1299801813631625,SUV,Diesel,South,Rural,Cold,0,nan,185.9820976448727
1263,2025-08-30 11:24:36.978477,222178.21833772823,6411.196481572349,1,3,96.01810602812778,0.5191172625147848,12.320875083732703,75.44489908951266,15.359216515389026,Truck,Electric,North,Urban,Cold,0,nan,108.37079078303088
1206,2025-12-14 11:24:36.978477,81371.46467262873,2523.697431405734,9,3,103.81908804894657,0.8392636055204237,12.60475322160359,66.89854839585422,14.792343583411515,Van,Electric,North,Urban,Normal,0,nan,265.3593005676917
1606,2025-12-31 11:24:36.978477,125210.56944882941,3469.1311234736204,4,2,113.5762337831372,0.7242924597888699,12.573746174803855,89.06317304668377,7.730577257600893,Truck,Diesel,East,Urban,Rainy,0,nan,201.52966354723256
1884,2026-02-04 11:24:36.978477,143308.65581523077,4892.36430965838,8,4,95.18779767700988,0.6691291068624281,14.073778371280524,44.18606818888289,10.454539974060578,SUV,Petrol,South,Urban,Cold,0,nan,184.78397887762813
1733,2025-04-01 11:24:36.978477,133868.07460257842,2813.8267739514745,10,3,,0.9850420170752782,13.616017626694939,79.4205929675737,11.057338403174564,SUV,Diesel,South,Rural,Rainy,1,Battery,10.353960507904555
1365,2025-06-23 11:24:36.978477,55284.38161915429,1097.8076623200939,7,3,101.59188706946152,0.4860688965330067,,75.0975050626607,11.349044913457627,Truck,Diesel,North,None,Cold,0,nan,271.6478962169776
1275,2025-03-13 11:24:36.978477,191723.13410002599,4836.781502910059,14,6,93.65500763213235,0.5055342543189346,12.740161285039578,80.27993912453414,17.77902286152861,Truck,Diesel,North,None,Cold,1,Cooling System,15.143207504113217
1379,2025-08-21 11:24:36.978477,5000.0,93.1171483093418,13,4,,0.7278822429997377,11.87349547388765,72.96341153151569,11.531287203138088,SUV,Petrol,West,Rural,Rainy,1,Battery,15.381356367728308
1742,2025-02-15 11:24:36.978477,198787.41147437008,6948.098367601562,10,3,109.72635825023195,0.5906446679019666,13.5469773766308,86.53879292962672,15.044854441357,SUV,Diesel,South,Urban,Cold,0,nan,296.96893206127623
1308,2025-10-21 11:24:36.978477,209382.1346797513,7431.640420885811,7,2,79.59339541477627,0.45795468718075627,12.766588743658481,82.02480966601858,14.074957371904684,SUV,Diesel,East,Urban,Cold,0,nan,266.14324792391307
1630,2025-06-02 11:24:36.978477,194192.02522791075,6261.84008405586,2,5,87.13994695502001,0.4691563762266534,12.277802348303156,78.92463174820843,,Van,Petrol,South,Rural,Rainy,0,nan,201.02397759656984
1267,2025-04-19 11:24:36.978477,121745.67371415184,2235.613999250931,1,3,112.74616425290658,0.335961049012873,13.705498717734008,94.44260945689888,11.399641502209729,SUV,Petrol,North,Urban,Rainy,0,nan,299.53657390010153
1944,2025-12-09 11:24:36.978477,147764.50212594357,3940.919077948584,4,3,96.2560485879211,0.6196455758631944,13.27454509763082,64.37953845070182,13.06985322727854,Van,Diesel,West,Highway,Normal,0,nan,216.91335447145195
1784,2026-02-18 11:24:36.978477,99843.62563168912,1893.7332057623585,12,8,101.91007554610988,0.7386195973295554,12.199057377589734,83.44077942752025,22.05436487047275,Van,Petrol,West,Urban,Hot,1,Cooling System,12.210214512214455
1063,2025-06-26 11:24:36.978477,144120.2015555154,4640.01428738328,2,7,91.89039402810894,0.5859550473255323,12.271757060697045,60.25257431960075,15.43378189132946,Van,Petrol,North,Urban,Cold,1,Cooling System,23.16689872006393
1809,2025-09-01 11:24:36.978477,177749.40075251463,3527.9572159334275,8,3,116.60515052513912,0.7561504705984265,13.055977882671801,61.54644739571055,19.7813622255532,Van,Petrol,East,Highway,Rainy,0,nan,239.48131225003957
1349,2025-05-07 11:24:36.978477,74297.62665574913,2166.0767623176566,10,1,,0.588534953717918,12.316411109123717,84.48165127356934,,SUV,Petrol,West,Urban,Rainy,0,nan,272.38664605343644
1924,2026-01-06 11:24:36.978477,131942.7361333887,2805.3832768516013,7,4,,0.5413679674605355,,70.92847883524773,14.891276915168708,SUV,Electric,West,Highway,Cold,0,nan,168.59518526643612
1914,2025-02-28 11:24:36.978477,111368.07488354217,2053.478881650361,8,3,77.67921986211286,0.6634858324188928,12.07369580021001,88.13525640866592,19.484781197824653,Sedan,Diesel,East,None,Normal,0,nan,263.81493374871155
1493,2025-04-15 11:24:36.978477,210372.03921962943,3969.9774323110946,11,2,80.39976512819773,0.5524984624028342,12.68453064398774,73.65030759397389,10.728661698046913,SUV,Diesel,North,Highway,Rainy,0,nan,155.82764895742977
1522,2025-05-09 11:24:36.978477,83536.79228670924,1672.74836812409,6,5,119.87791236069913,0.5880261272750866,12.656320223701924,77.92686036260437,9.372277843966238,Sedan,Petrol,East,Rural,Hot,1,Brake System,38.29130776956656
1097,2025-07-25 11:24:36.978477,177569.4243259152,6699.169790078475,1,6,81.17416623747587,0.5816223445767001,11.151182075631583,57.233491917242326,16.748064487060297,SUV,Diesel,North,Rural,Rainy,0,nan,234.88686760746484
1945,2025-09-03 11:24:36.978477,136834.19090517602,3165.0333222660624,14,1,102.39957189421332,0.3375948683472127,12.120499402273438,70.5788756452787,6.6354488339606075,Sedan,Diesel,South,Highway,Rainy,0,nan,164.30681090110866
1070,2025-03-09 11:24:36.978477,132544.3137527426,2647.526792653952,13,3,106.15444432799242,0.6556539398415822,11.75343629065543,76.13514008315269,11.494249805997564,SUV,Diesel,East,Rural,Rainy,0,nan,134.3791237016509
1363,2026-01-08 11:24:36.978477,179364.7637783932,4850.34464659692,13,1,98.45395511996588,0.3726405883042281,13.57254668851986,72.28459354261092,13.546458058145276,SUV,Diesel,West,Rural,Hot,0,nan,92.85992251562872
1569,2025-10-19 11:24:36.978477,116960.74471410128,2491.9389307663882,12,1,106.75388600654608,0.523938987151799,12.459196027157983,95.88571741451244,13.166520001224844,Van,Diesel,East,Urban,Cold,0,nan,141.03449502083117
1801,2025-06-09 11:24:36.978477,146196.2233275581,5016.444427673359,9,2,73.00750273254879,1.0176066252786125,12.792616649464435,74.52462204086993,25.52355210925913,Sedan,Diesel,East,Rural,Normal,0,nan,291.0217609873186
1762,2025-03-02 11:24:36.978477,206666.23395939966,6820.003080849611,6,1,109.60304610622174,0.8175248961324644,11.793497250621822,88.49149233580653,10.352303476848075,Truck,Diesel,South,Rural,Normal,0,nan,118.50618635885698
1275,2025-08-07 11:24:36.978477,93381.75608220219,2107.403480756839,12,3,66.62506017396484,0.45645972236010035,12.963124110560043,59.00128799283789,15.482953599541233,Van,Diesel,East,Highway,Normal,0,nan,202.0563882088405
1049,2025-02-27 11:24:36.978477,156258.5539884518,4099.839911634512,13,2,105.34205208322129,0.4074902748781639,11.859940941036461,57.54661763434928,13.545630064394915,SUV,Diesel,East,None,Normal,0,nan,132.5445599612712
1357,2025-04-02 11:24:36.978477,192880.90011458,6113.976379630137,10,7,127.38892135709811,0.5249153637726846,12.327762383728755,74.78019699391105,13.695214101973093,Sedan,Diesel,South,None,Rainy,1,Battery,7.781318939290072
1727,2025-11-15 11:24:36.978477,168016.28315378743,5017.475390348828,1,2,110.17819883197981,0.6432472504873472,11.512208263377898,68.53898806209146,16.62743502849426,Van,Diesel,West,Highway,Cold,0,nan,196.18816109522402
1905,2026-01-28 11:24:36.978477,216871.01338971048,4977.809568021481,1,0,95.98617637919465,0.24158115567379979,12.673400019889156,64.59939128374583,19.68942904945238,Van,Diesel,South,Highway,Normal,0,nan,243.05724285959877
1927,2025-03-14 11:24:36.978477,239057.05500635455,2840.1686021646633,8,1,92.31558332687622,0.5195873296325522,10.303902781563892,167.68887372534087,8.149678291457375,SUV,Diesel,North,Urban,Cold,0,nan,88.2398688551799
1563,2025-10-22 11:24:36.978477,180285.8457935694,5773.13284217894,6,2,94.81065624350568,0.8341741312370553,14.6056702874648,85.89259658329884,15.313710622521786,Sedan,Diesel,North,Highway,Hot,0,nan,243.575317499567
1782,2025-12-30 11:24:36.978477,206162.86941675813,3842.320771328563,8,4,82.07939302485961,0.5388060834564878,,64.43418663382637,10.267407475166223,Truck,Diesel,East,Highway,Cold,0,nan,168.74116051817794
1484,2025-07-04 11:24:36.978477,38504.82462825425,1525.2237552987276,8,2,92.80798836132067,0.4058321060623351,12.169716525947068,65.13806594251017,14.991693696600398,Sedan,Diesel,South,Urban,Normal,0,nan,190.17539863501145
1083,2025-09-13 11:24:36.978477,115593.23974339853,2512.794463891303,11,3,77.41493763118002,0.3566251120676144,13.420635384613437,35.79787976649099,,Truck,Diesel,West,Highway,Rainy,0,nan,211.30450787445767
1898,2025-06-21 11:24:36.978477,162744.0737902668,4824.903059069056,14,3,84.60514844929865,0.3537922152005579,12.926051828570163,64.17688729581204,15.788585079413595,Truck,Diesel,South,Highway,Rainy,0,nan,225.5266265957281
1804,2025-11-15 11:24:36.978477,195235.8544505649,4960.835552152103,8,3,105.81461046954628,0.8551576233518823,11.876448417817258,52.344316662785104,13.870390028887167,Truck,Diesel,West,Rural,Hot,0,nan,83.252508453134
1637,2025-08-28 11:24:36.978477,154612.4495127858,3672.905058765588,10,5,104.68757331211985,0.6447361243273256,12.081901651398221,68.59047877835812,,Van,Petrol,South,Highway,Hot,1,Engine,35.87845514947015
1807,2025-02-16 11:24:36.978477,223798.60325354867,5348.192137322062,7,5,99.94308765680591,0.5865318148522863,11.259265789158862,60.31175452065915,16.103127557012485,Truck,Diesel,East,Rural,Rainy,0,nan,193.58883606651125
1583,2025-04-04 11:24:36.978477,107949.71951913388,2235.523943404984,7,4,97.02496488811477,0.7693860016342495,12.203375146896958,66.04159790890752,16.122884910238845,SUV,Diesel,East,Rural,Hot,1,Engine,11.556255097553183
1295,2026-02-04 11:24:36.978477,65907.35134020801,1325.7055486944998,10,2,74.02496471307472,0.7612433702388173,11.979978753144193,71.43695621239809,13.73173488590426,Truck,Diesel,South,Urban,Normal,0,nan,174.82726775724217
1235,2025-07-19 11:24:36.978477,187681.22283244648,6899.922992909604,4,2,90.37730978840213,0.5840812149301644,12.059861979584346,59.846469967478285,,SUV,Diesel,South,Urban,Rainy,0,nan,35.07630058156488
1055,2025-08-11 11:24:36.978477,133220.08205649606,2890.416773644264,9,3,,0.7056994732048716,,69.41970625997332,13.297995673232718,SUV,Electric,South,Highway,Hot,1,Brake System,5.690101974955205
1918,2026-02-21 11:24:36.978477,89732.81055330041,2427.0658454118193,12,3,75.96228694395003,0.348992933766792,12.587906423225192,92.38861097825554,13.122804534281977,Truck,Diesel,West,Urban,Normal,0,nan,34.92610533452719
1359,2025-12-18 11:24:36.978477,242505.06686487905,4893.390408650087,2,1,78.23703892767793,0.5804505612331871,11.940752313291053,87.90582104582197,8.352650057095687,Truck,Petrol,North,Urban,Rainy,0,nan,177.34560016812296
1906,2025-08-26 11:24:36.978477,184812.98411997434,4271.482145750601,11,4,106.57439249362609,0.5754023000194376,11.573071977207329,71.56917514164775,3.800368324187019,Truck,Diesel,West,Rural,Normal,1,Brake System,22.1948254020621
1109,2025-10-19 11:24:36.978477,179068.89867831912,7075.838347453287,9,7,98.85032831611353,0.32018969120587254,12.703368175892317,96.59833171902983,9.578128869217048,Sedan,Electric,West,Urban,Normal,1,Cooling System,23.687751865817027
1191,2025-04-28 11:24:36.978477,235596.5903404613,5236.183459624543,10,1,81.17741122092202,0.5209366318356387,12.587572927231774,81.99652939288251,10.966635227335455,Van,Diesel,East,Urban,Normal,0,nan,210.35588531915408
1903,2025-03-16 11:24:36.978477,116774.7779993373,2212.8460358187954,3,2,111.42734882038675,0.9978287511075203,11.183829981919992,51.56484443550862,11.25962907034398,Truck,Petrol,East,Rural,Rainy,0,nan,170.408191205165
1092,2025-04-17 11:24:36.978477,224806.92413698844,8176.906260103544,14,4,106.82817012022215,0.6877403569186293,12.371435367245137,84.24740915272656,13.323084791904847,SUV,Diesel,West,Urban,Cold,1,Cooling System,17.37341275225388
1861,2025-12-31 11:24:36.978477,165110.6508073315,4145.704544869533,13,3,93.4379331247256,0.5800454125900837,12.916339242876845,73.08521515634672,16.996936323259632,SUV,Diesel,North,Urban,Hot,0,nan,90.4167145208983
1567,2026-01-16 11:24:36.978477,104621.18948616729,2389.942732344556,2,3,79.82446859543927,0.3818609159824365,11.516018999970942,89.7616142268022,12.284762226689473,Truck,Electric,West,Urban,Rainy,0,nan,186.8420981838987
1059,2025-08-24 11:24:36.978477,139580.46496976816,4520.692037238205,13,3,114.1490238532843,0.9478083886572929,12.279496366574927,35.46453880206592,11.363747016285547,Truck,Diesel,East,Rural,Cold,0,nan,204.82755202354218
1649,2025-08-12 11:24:36.978477,151195.06846875948,3396.0586959689776,4,6,115.16477263350325,0.8017677746195314,11.273789682304704,133.35867222419608,14.528379988975413,Truck,Diesel,West,None,Rainy,1,Battery,28.144643215358933
1038,2025-04-27 11:24:36.978477,206762.97338138946,7804.156945270476,5,4,108.99405485509865,0.7312864461784145,14.305202433850095,52.14416704422153,6.5438330688296515,Truck,Petrol,East,Highway,Hot,0,nan,129.79001649510914
1539,2025-06-11 11:24:36.978477,58999.32207640773,1130.8969685254538,2,2,108.40049453425482,0.5154785365002087,13.378411258538474,75.74490691027914,9.235977725868747,Truck,Diesel,South,Urban,Cold,0,nan,161.8231725065405
1048,2025-10-12 11:24:36.978477,35091.879952129515,732.919001601577,13,5,94.3499423883199,0.15008481962816733,11.698372718286347,45.015642174845595,9.658302274030174,Truck,Petrol,West,Urban,Cold,0,nan,365.0
1419,2025-01-19 11:24:36.978477,92746.30421994305,1742.3460016187846,1,1,96.27534149091012,0.868296251076019,12.86066209324428,57.31698253187284,9.097149579207112,Van,Petrol,West,Highway,Hot,0,nan,183.66900488545832
1636,2025-09-16 11:24:36.978477,135935.861977216,3619.860259171774,10,2,111.33816707834438,0.8766406040255861,12.168936295253538,84.05475466299951,12.258116191022983,Truck,Petrol,North,Urban,Normal,1,Cooling System,15.774918704551268
1012,2025-03-13 11:24:36.978477,182865.9664671676,7026.249000083963,11,6,97.99626497442966,0.5975428143618012,12.368888107762007,62.888600900438846,17.310423298067917,Van,Diesel,East,Rural,Rainy,1,Cooling System,22.923740292316193
1991,2025-02-22 11:24:36.978477,112529.98099065405,3192.7001286025716,5,4,85.0215137977675,0.33702728525659015,,48.35656453759461,9.981478731600404,SUV,Diesel,East,Urban,Cold,0,nan,253.3073457071233
1035,2025-04-23 11:24:36.978477,165028.679575828,4077.5462350926155,9,3,83.8468282026795,0.6722520712459542,,52.5669063892519,17.310359541235556,Truck,Diesel,West,None,Normal,1,Brake System,29.72416587672666
1100,2025-10-22 11:24:36.978477,236188.27590960677,4449.988329808958,12,6,108.15062693383705,0.5579201339079171,12.022842843796218,82.7187203276629,11.740465154925209,SUV,Diesel,East,Rural,Normal,1,Cooling System,6.049642056067148
1793,2025-10-17 11:24:36.978477,38043.855142962464,738.8304810634896,12,1,120.3367974950315,0.9171585490350191,11.701450758419206,63.99642640358771,11.326063901542597,Van,Diesel,West,Highway,Normal,0,nan,111.7446570724715
1085,2025-02-07 11:24:36.978477,131837.6412430352,3078.7251388207314,5,3,101.45636960074775,0.5958007069652299,13.184180029010061,110.29320134482492,5.880018505347655,Truck,Diesel,North,Highway,Rainy,1,Cooling System,24.622358642999878
1515,2025-09-05 11:24:36.978477,285167.974218375,6081.30433095402,12,0,121.65957273041484,0.5754212668928351,11.898074597243571,66.67769442588192,16.866211415882454,Van,Electric,East,Urban,Rainy,0,nan,220.16985212855403
1222,2025-11-22 11:24:36.978477,97356.84377073127,1815.784859288132,11,1,71.37455030932684,0.5053571377288217,13.855245178619665,52.193117056543514,4.159982758467365,Truck,Diesel,East,Urban,Normal,0,nan,132.57163210308812
1337,2025-02-18 11:24:36.978477,90986.81639301687,1801.0861608542723,10,4,80.10922198677832,0.5306936161581153,,78.57696117767952,15.180044343997574,Truck,Electric,West,Rural,Rainy,0,nan,267.08020943281485
1959,2025-07-25 11:24:36.978477,171263.70537905616,3825.875241024529,9,5,88.87106346675218,0.37902773436172615,12.605004974968233,38.82379807705528,9.406343512683454,Sedan,Diesel,East,Urban,Cold,0,nan,170.41750607452906
1165,2025-07-19 11:24:36.978477,108214.28520495177,2626.4548347081554,14,1,71.12230358846614,0.8061923570906319,11.901322181875189,75.36824494167564,,SUV,Diesel,East,Highway,Rainy,0,nan,279.977645601259
1382,2025-12-30 11:24:36.978477,204547.0920412011,5207.248582521646,13,6,92.38579168204795,0.3448271085794707,10.474158998433689,72.22926153419593,18.420004553894685,Sedan,Diesel,South,None,Normal,1,Transmission,23.901309435705453
1855,2025-10-03 11:24:36.978477,288505.094337704,6048.541355372367,12,2,109.15385330465134,0.5751631749493099,12.023174477667418,57.06388018131892,11.03579050807081,Van,Diesel,North,Highway,Normal,1,Engine,13.833173666917084
1894,2025-03-30 11:24:36.978477,144483.9908323998,2932.899584786012,10,3,,0.6660878726710991,11.213053246170094,75.1779583345331,19.359470280918416,Truck,Petrol,West,Urban,Rainy,0,nan,283.7850110732617
1375,2025-01-24 11:24:36.978477,304262.0280944323,9650.129704785402,6,5,106.07463342588537,0.2778611090070286,12.24432985232742,96.20826809332549,16.416738532082704,Sedan,Diesel,East,Urban,Cold,1,Engine,25.244950787359684
1470,2025-05-14 11:24:36.978477,112823.81994794979,2876.635714289308,3,1,80.26097409592833,0.4866137703907084,12.968087031838367,79.92165280813646,15.418946585230657,SUV,Electric,East,None,Normal,0,nan,199.50146341819575
1789,2025-04-25 11:24:36.978477,129942.15410590734,2699.559282819992,4,6,85.20722376737527,0.6340532692136148,12.383702908975366,110.61651241226511,,Van,Diesel,West,Highway,Normal,1,Battery,13.69063480626203
1641,2025-05-15 11:24:36.978477,82408.97139265746,1820.3388905676925,4,4,,0.5871727435595407,12.630772040756092,51.88403467285901,18.696611675412626,Truck,Petrol,East,Highway,Hot,0,nan,112.71434749303289
1030,2025-06-10 11:24:36.978477,112992.60764979474,2643.268590758222,1,3,94.29332487197098,0.5954263823626893,11.991443673638555,50.527757571025234,12.324703688438147,Truck,Petrol,North,Urban,Hot,0,nan,29.505819905289854
1374,2025-10-10 11:24:36.978477,125677.83640989264,3620.608887428176,3,4,107.09130106832151,0.3218517003897396,,65.08271999120363,,Van,Petrol,North,Rural,Hot,0,nan,213.9728050600587
1010,2025-10-30 11:24:36.978477,164839.20961754787,3808.972039290282,3,3,92.65803508061906,0.3513374674971034,13.36242974326295,71.48858878642909,16.723980087190995,Sedan,Diesel,East,Urban,Normal,0,nan,250.5554224155648
1987,2025-11-22 11:24:36.978477,65235.76615765538,1504.36453052187,13,4,103.29851134636843,0.7246284346478127,11.645035419610275,41.14997443356645,10.777814701969625,SUV,Diesel,West,Rural,Cold,0,nan,280.32464685414334
1301,2025-05-27 11:24:36.978477,108947.4991923921,2869.0783910397995,14,5,107.7309435735022,0.795252219682451,11.226487358146173,75.76779960573315,10.999206572629596,Truck,Petrol,West,Rural,Rainy,1,Cooling System,8.028555192120258
1095,2025-03-02 11:24:36.978477,110468.53906283423,2052.9754552108134,1,2,96.45334976159778,0.8307309162435252,12.601208353077745,101.52264580688805,16.52198167593547,SUV,Diesel,North,Rural,Hot,0,nan,106.47818485525755
1189,2025-03-20 11:24:36.978477,193612.693458333,4341.710766675732,13,7,121.1676540689445,0.5895183869716003,11.608555487470433,32.42659632771406,3.957690391782087,Sedan,Diesel,West,None,Rainy,1,Brake System,17.479492486479593
